review_text,rating,style,sentiment
Honestly flimsy — the cut looks poorly made in person. Although the material is compliments.,1,chunky sneakers,0
Absolutely stunning it — price exceeded my expectations.,4,oversized blazer,1
This ballet flats is obsessed; fit feels worth it and true to size.,4,ballet flats,1
Absolutely great quality it — length exceeded my expectations.,5,ballet flats,1
Absolutely comfortable it — stitching exceeded my expectations. Although the fit is cheap.,5,puffer jacket,1
"I am scratchy with this cargo pants, the price is disappointed.",2,cargo pants,0
Absolutely compliments it — fit exceeded my expectations. Although the color is flimsy.,4,puffer jacket,1
Absolutely comfortable it — fit exceeded my expectations.,4,trench coat,1
Absolutely compliments it — fabric exceeded my expectations.,4,slip dress,1
Honestly shapeless — the fit looks cheap in person.,1,cargo pants,0
This oversized blazer is stunning; material feels flattering and true to size.,4,oversized blazer,1
Would not buy this trench coat again; cut is shapeless.,3,trench coat,-1
"I am scratchy with this trench coat, the stitching is poorly made.",2,trench coat,0
This trench coat is perfect; fabric feels worth it and true to size.,4,trench coat,1
Honestly awful — the color looks flimsy in person.,1,chunky sneakers,0
Would not buy this chunky sneakers again; fabric is regret. Although the price is great quality.,2,chunky sneakers,0
Absolutely worth it it — fabric exceeded my expectations.,4,slip dress,1
Absolutely obsessed it — color exceeded my expectations.,4,ballet flats,1
"I great quality this wide-leg jeans, the price is great quality. Although the size is itchy.",3,wide-leg jeans,-1
Honestly returned — the cut looks overpriced in person.,1,trench coat,0
Absolutely beautiful it — fabric exceeded my expectations.,4,chunky sneakers,1
Would not buy this chunky sneakers again; size is scratchy.,3,chunky sneakers,-1
"I am poorly made with this wide-leg jeans, the fit is regret.",1,wide-leg jeans,0
This puffer jacket is flattering; price feels flattering and true to size.,5,puffer jacket,1
Honestly itchy — the length looks cheap in person.,3,cargo pants,-1
This oversized blazer is soft; stitching feels love and true to size.,5,oversized blazer,1
This chunky sneakers is perfect; price feels great quality and true to size.,4,chunky sneakers,1
"I stunning this ballet flats, the fit is love.",5,ballet flats,1
"I great quality this oversized blazer, the length is stunning.",5,oversized blazer,1
This cargo pants is worth it; stitching feels flattering and true to size. Although the price is returned.,5,cargo pants,1
This ballet flats is obsessed; fabric feels great quality and true to size.,5,ballet flats,1
"I love this ballet flats, the stitching is comfortable.",5,ballet flats,1
This chunky sneakers is love; fabric feels love and true to size.,4,chunky sneakers,1
"I stunning this wide-leg jeans, the price is flattering.",5,wide-leg jeans,1
Honestly flimsy — the quality looks awful in person.,2,puffer jacket,0
Absolutely soft it — color exceeded my expectations.,5,oversized blazer,1
"I am poorly made with this trench coat, the color is disappointed.",1,trench coat,0
This puffer jacket is perfect; color feels perfect and true to size.,4,puffer jacket,1
"I am regret with this cargo pants, the quality is too small.",2,cargo pants,0
Absolutely love it — cut exceeded my expectations. Although the color is regret.,4,trench coat,1
Absolutely comfortable it — fit exceeded my expectations.,4,cargo pants,1
Honestly scratchy — the quality looks regret in person.,1,trench coat,0
"I am itchy with this slip dress, the quality is flimsy.",2,slip dress,0
Would not buy this oversized blazer again; fabric is scratchy. Although the color is soft.,1,oversized blazer,0
This oversized blazer is flattering; stitching feels comfortable and true to size.,5,oversized blazer,1
Absolutely great quality it — cut exceeded my expectations.,4,trench coat,1
Would not buy this chunky sneakers again; stitching is regret.,2,chunky sneakers,0
Honestly awful — the fit looks poorly made in person.,1,chunky sneakers,0
"I am shapeless with this ballet flats, the length is disappointed.",3,ballet flats,-1
"I flattering this trench coat, the material is obsessed.",5,trench coat,1
Absolutely gorgeous it — length exceeded my expectations.,5,trench coat,1
"I love this trench coat, the quality is great quality.",3,trench coat,-1
Honestly itchy — the length looks disappointed in person. Although the size is love.,1,puffer jacket,0
Absolutely great quality it — fabric exceeded my expectations.,5,trench coat,1
Absolutely obsessed it — price exceeded my expectations.,5,trench coat,1
This oversized blazer is beautiful; price feels soft and true to size.,3,oversized blazer,-1
Absolutely love it — stitching exceeded my expectations. Although the length is scratchy.,4,ballet flats,1
"I am poorly made with this puffer jacket, the quality is disappointed.",2,puffer jacket,0
Honestly shapeless — the cut looks returned in person.,1,chunky sneakers,0
Honestly regret — the quality looks flimsy in person.,1,wide-leg jeans,0
Absolutely flattering it — price exceeded my expectations.,5,chunky sneakers,1
This cargo pants is soft; size feels beautiful and true to size.,5,cargo pants,1
Absolutely compliments it — price exceeded my expectations. Although the color is poorly made.,5,chunky sneakers,1
Absolutely worth it it — material exceeded my expectations.,5,oversized blazer,1
Absolutely comfortable it — cut exceeded my expectations.,5,ballet flats,1
Absolutely comfortable it — material exceeded my expectations.,4,ballet flats,1
"I comfortable this oversized blazer, the fit is soft. Although the fabric is cheap.",4,oversized blazer,1
Absolutely stunning it — material exceeded my expectations.,4,ballet flats,1
This wide-leg jeans is compliments; quality feels gorgeous and true to size.,4,wide-leg jeans,1
Absolutely perfect it — price exceeded my expectations.,5,wide-leg jeans,1
This puffer jacket is stunning; stitching feels great quality and true to size.,3,puffer jacket,-1
Absolutely compliments it — material exceeded my expectations.,3,ballet flats,-1
This trench coat is compliments; price feels comfortable and true to size.,4,trench coat,1
This slip dress is flattering; fit feels worth it and true to size.,4,slip dress,1
Would not buy this wide-leg jeans again; length is regret.,1,wide-leg jeans,0
Would not buy this chunky sneakers again; length is poorly made.,3,chunky sneakers,-1
This chunky sneakers is compliments; fit feels comfortable and true to size.,4,chunky sneakers,1
Would not buy this trench coat again; fabric is poorly made.,1,trench coat,0
Would not buy this cargo pants again; size is shapeless.,2,cargo pants,0
Honestly overpriced — the size looks overpriced in person.,1,ballet flats,0
Would not buy this cargo pants again; quality is overpriced.,1,cargo pants,0
Absolutely perfect it — stitching exceeded my expectations.,4,wide-leg jeans,1
"I love this slip dress, the cut is soft.",5,slip dress,1
Absolutely great quality it — length exceeded my expectations.,4,ballet flats,1
This slip dress is love; fit feels comfortable and true to size.,5,slip dress,1
"I gorgeous this chunky sneakers, the length is beautiful.",5,chunky sneakers,1
"I stunning this oversized blazer, the fit is comfortable.",4,oversized blazer,1
Absolutely comfortable it — quality exceeded my expectations.,5,wide-leg jeans,1
This trench coat is love; fabric feels worth it and true to size.,4,trench coat,1
Would not buy this puffer jacket again; cut is itchy.,2,puffer jacket,0
Absolutely gorgeous it — material exceeded my expectations.,3,ballet flats,-1
"I am itchy with this chunky sneakers, the fabric is scratchy. Although the quality is obsessed.",1,chunky sneakers,0
Honestly shapeless — the size looks shapeless in person.,2,wide-leg jeans,0
This wide-leg jeans is comfortable; size feels perfect and true to size.,4,wide-leg jeans,1
Absolutely love it — length exceeded my expectations.,5,puffer jacket,1
Would not buy this trench coat again; size is flimsy.,1,trench coat,0
Absolutely compliments it — material exceeded my expectations.,5,ballet flats,1
"I am itchy with this slip dress, the cut is itchy.",2,slip dress,0
Honestly scratchy — the quality looks overpriced in person.,3,chunky sneakers,-1
Absolutely love it — color exceeded my expectations.,5,slip dress,1
"I obsessed this puffer jacket, the price is compliments.",5,puffer jacket,1
Absolutely stunning it — quality exceeded my expectations.,5,chunky sneakers,1
This puffer jacket is soft; price feels great quality and true to size. Although the price is itchy.,5,puffer jacket,1
Absolutely worth it it — quality exceeded my expectations. Although the fabric is flimsy.,5,wide-leg jeans,1
This puffer jacket is great quality; cut feels great quality and true to size.,5,puffer jacket,1
Absolutely worth it it — cut exceeded my expectations.,5,trench coat,1
"I am regret with this chunky sneakers, the price is shapeless.",1,chunky sneakers,0
Absolutely obsessed it — cut exceeded my expectations.,5,wide-leg jeans,1
"I great quality this wide-leg jeans, the quality is stunning. Although the fit is too small.",3,wide-leg jeans,-1
Absolutely great quality it — fit exceeded my expectations.,5,oversized blazer,1
Absolutely worth it it — size exceeded my expectations.,4,trench coat,1
"I am returned with this slip dress, the fit is regret.",2,slip dress,0
"I obsessed this trench coat, the size is perfect.",4,trench coat,1
"I great quality this trench coat, the price is perfect. Although the color is disappointed.",4,trench coat,1
"I soft this trench coat, the fabric is compliments.",5,trench coat,1
Absolutely flattering it — size exceeded my expectations.,3,wide-leg jeans,-1
This ballet flats is worth it; quality feels flattering and true to size.,4,ballet flats,1
"I gorgeous this trench coat, the material is comfortable.",4,trench coat,1
Absolutely gorgeous it — stitching exceeded my expectations.,4,slip dress,1
"I worth it this puffer jacket, the material is worth it.",5,puffer jacket,1
Absolutely perfect it — color exceeded my expectations.,3,puffer jacket,-1
This chunky sneakers is beautiful; length feels worth it and true to size.,5,chunky sneakers,1
"I beautiful this chunky sneakers, the fit is stunning.",4,chunky sneakers,1
"I flattering this trench coat, the quality is great quality.",5,trench coat,1
This wide-leg jeans is great quality; quality feels obsessed and true to size.,3,wide-leg jeans,-1
"I love this cargo pants, the stitching is love.",4,cargo pants,1
Would not buy this chunky sneakers again; length is poorly made.,2,chunky sneakers,0
Honestly flimsy — the fabric looks poorly made in person.,3,oversized blazer,-1
This ballet flats is perfect; price feels gorgeous and true to size.,5,ballet flats,1
